Name,Input Shapes,Call Stack,Host Self Duration(us),Host Total Duration(us),Device Self Duration(us),Device Total Duration(us),Device Self Duration With AICore(us),Device Total Duration With AICore(us)
empty_tensor,,,10.72,10.72,0,0,0,0
aclnnMul,,,9.52,9.52,45.2,45.2,0,0
aten::sum,"61440,128;
;
;
",,29.01,70.92,0,17.4,0,0
empty_tensor,,,31.77,31.77,0,0,0,0
aclnnReduceSum,,,10.14,10.14,17.4,17.4,0,0
autograd::engine::evaluate_function: DivBackward0,,,21.36,92.72,0,18.52,0,0
DivBackward0,"61440,128",,6.52,71.36,0,18.52,0,0
aten::div,"61440,128;
",,18.62,64.84,0,18.52,0,0
empty_tensor,,,9.72,9.72,0,0,0,0
aten::item,,,2.8,4.66,0,0,0,0
aten::_local_scalar_dense,,,1.86,1.86,0,0,0,0
aclnnDivs,,,31.84,31.84,18.52,18.52,0,0
autograd::engine::evaluate_function: AddBackward0,,,7.31,9.82,0,0,0,0
AddBackward0,"61440,128",,2.51,2.51,0,0,0,0
autograd::engine::evaluate_function: AddBackward0,,,5.45,7.68,0,0,0,0
AddBackward0,"61440,128",,2.23,2.23,0,0,0,0
autograd::engine::evaluate_function: SubBackward0,,,5.1,6.71,0,0,0,0
SubBackward0,"61440,128",,1.61,1.61,0,0,0,0
autograd::engine::evaluate_function: MulBackward0,,,15.66,111.98,0,53.7,0,0
MulBackward0,"61440,128",,18.99,96.32,0,53.7,0,0
aten::mul,"61440,128;
",,32.14,77.33,0,53.7,0,0
empty_tensor,,,12.47,12.47,0,0,0,0
aten::item,,,2.53,4.34,0,0,0,0
aten::_local_scalar_dense,,,1.81,1.81,0,0,0,0
aclnnMuls,,,28.38,28.38,53.7,53.7,0,0
autograd::engine::evaluate_function: RsubBackward1,,,30.09,86.51,0,14.66,0,0
RsubBackward1,"61440,128",,5.78,56.42,0,14.66,0,0
aten::neg,"61440,128",,15.92,50.64,0,14.66,0,0
empty_tensor,,,11.6,11.6,0,0,0,0
aclnnNeg,,,23.12,23.12,14.66,14.66,0,0
autograd::engine::evaluate_function: ReluBackward0,,,21.69,90.04,0,32.44,0,0
ReluBackward0,"61440,128",,8.45,68.35,0,32.44,0,0
aten::threshold_backward,"61440,128;
61440,128;
",,33.13,59.9,0,32.44,0,0
empty_tensor,,,11.88,11.88,0,0,0,0
aclnnThresholdBackward,,,14.89,14.89,32.44,32.44,0,0
autograd::engine::evaluate_function: RsubBackward1,,,16.08,72.68,0,9.6,0,0
RsubBackward1,"61440,128",,4.63,56.6,0,9.6,0,0
aten::neg,"61440,128",,14.18,51.97,0,9.6,0,0
empty_tensor,,,23.27,23.27,0,0,0,0
aclnnNeg,,,14.52,14.52,9.6,9.6,0,0
autograd::engine::evaluate_function: AddBackward0,,,5.86,7.92,0,0,0,0
AddBackward0,"61440,128",,2.06,2.06,0,0,0,0
autograd::engine::evaluate_function: ReluBackward0,,,20.08,83.55,0,29.6,0,0
ReluBackward0,"61440,128",,7.3,63.47,0,29.6,0,0
aten::threshold_backward,"61440,128;
61440,128;
",,19.05,56.17,0,29.6,0,0
empty_tensor,,,22.55,22.55,0,0,0,0
aclnnThresholdBackward,,,14.57,14.57,29.6,29.6,0,0
autograd::engine::evaluate_function: SubBackward0,,,6.32,8.43,0,0,0,0
SubBackward0,"61440,128",,2.11,2.11,0,0,0,0
autograd::engine::evaluate_function: DivBackward0,,,75.79,401.96,0,191.98000000000002,0,0
DivBackward0,"61440,128",,31.57,231.78,0,160.9,0,0
aten::neg,"61440,128",,14.07,47.88,0,9.64,0,0
empty_tensor,,,22.86,22.86,0,0,0,0
aclnnNeg,,,10.95,10.95,9.64,9.64,0,0
aten::div,"61440,128;
61440,1",,16.73,30.05,0,52.32,0,0
empty_tensor,,,10.66,10.66,0,0,0,0
aclnnDiv,,,2.66,2.66,52.32,52.32,0,0
aten::div,"61440,128;
61440,1",,11.58,42.78,0,35.0,0,0
empty_tensor,,,8.54,8.54,0,0,0,0
aclnnDiv,,,22.66,22.66,35.0,35.0,0,0
aten::mul,"61440,128;
61440,128",,14.79,38.57,0,28.64,0,0
empty_tensor,,,9.85,9.85,0,0,0,0
aclnnMul,,,13.93,13.93,28.64,28.64,0,0
aten::div,"61440,128;
61440,1",,14.01,40.93,0,35.3,0,0
empty_tensor,,,17.62,17.62,0,0,0,0
aclnnDiv,,,9.3,9.3,35.3,35.3,0,0
aten::sum,"61440,128;
;
;
",,28.07,47.97,0,23.34,0,0
empty_tensor,,,10.36,10.36,0,0,0,0
aclnnReduceSum,,,9.54,9.54,23.34,23.34,0,0
aten::add_,"61440,1;
61440,1;
",,17.1,46.42,0,7.74,0,0
aclnnInplaceAdd,,,29.32,29.32,7.74,7.74,0,0
autograd::engine::evaluate_function: MulBackward0,,,18.35,97.07,0,20.5,0,0
MulBackward0,"61440,1",,6.11,78.72,0,20.5,0,0
aten::mul,"61440,1;
",,31.87,72.61,0,20.5,0,0
empty_tensor,,,24.88,24.88,0,0,0,0
aten::item,,,2.9,4.79,0,0,0,0
aten::_local_scalar_dense,,,1.89,1.89,0,0,0,0
aclnnMuls,,,11.07,11.07,20.5,20.5,0,0
autograd::engine::evaluate_function: SubBackward0,,,49.41,201.81,0,42.059999999999995,0,0
SubBackward0,"61440,128",,5.08,56.29,0,14.32,0,0
aten::neg,"61440,128",,14.85,51.21,0,14.32,0,0
empty_tensor,,,25.08,25.08,0,0,0,0
aclnnNeg,,,11.28,11.28,14.32,14.32,0,0
aten::sum,"61440,128;
;
;
",,31.5,54.32,0,20.48,0,0
empty_tensor,,,12.26,12.26,0,0,0,0
aclnnReduceSum,,,10.56,10.56,20.48,20.48,0,0
aten::add_,"61440,1;
61440,1;
",,31.67,41.79,0,7.26,0,0
aclnnInplaceAdd,,,10.12,10.12,7.26,7.26,0,0
autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,9.94,72.22,0,2.7,0,0
torch::autograd::AccumulateGrad,"61440,1",,23.73,62.28,0,2.7,0,0
aten::add_,"61440,1;
61440,1;
",,14.04,38.55,0,2.7,0,0
aclnnInplaceAdd,,,24.51,24.51,2.7,2.7,0,0
autograd::engine::evaluate_function: ViewBackward0,,,13.14,31.29,0,0,0,0
ViewBackward0,"61440,128",,5.41,18.15,0,0,0,0
aten::reshape,"61440,128;
",,4.46,12.74,0,0,0,0
aten::view,"61440,128;
",,8.28,8.28,0,0,0,0
autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,6.24,61.17,0,27.94,0,0
torch::autograd::AccumulateGrad,"2560,3072",,21.31,54.93,0,27.94,0,0
aten::add_,"2560,3072;
2560,3072;
",,16.26,33.62,0,27.94,0,0
aclnnInplaceAdd,,,17.36,17.36,27.94,27.94,0,0
autograd::engine::evaluate_function: WhereBackward0,,,30.37,195.35,0,12.04,0,0
WhereBackward0,"61440,1",,5.99,164.98,0,12.04,0,0
aten::where,"61440,1;
61440,1;
",,18.09,158.99,0,12.04,0,0
aten::scalar_tensor,";
;
;
;
",,13.02,76.16,0,1.2,0,0
aten::empty,";
;
;
;
;
",,5.52,19.59,0,0,0,0
empty_tensor,,,14.07,14.07,0,0,0,0
aten::fill_,";
",,32.86,43.55,0,1.2,0,0
aclnnInplaceFillScalar,,,10.69,10.69,1.2,1.2,0,0
aten::to,"61440,1;
;
;
;
",,4.61,4.61,0,0,0,0
aten::where,"61440,1;
61440,1;
",,36.03,60.13,0,10.84,0,0
empty_tensor,,,13.64,13.64,0,0,0,0
aclnnSWhere,,,10.46,10.46,10.84,10.84,0,0
autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,8.51,50.77,0,2.92,0,0
torch::autograd::AccumulateGrad,"61440,1",,16.41,42.26,0,2.92,0,0
aten::add_,"61440,1;
61440,1;
",,15.09,25.85,0,2.92,0,0
aclnnInplaceAdd,,,10.76,10.76,2.92,2.92,0,0
aten::empty,";
;
;
;
;
",,13.64,13.64,0,0,0,0
aten::to,";
;
;
;
;
",,4.54,115.37,0,0,0,0
aten::_to_copy,";
;
;
;
;
;
",,10.21,110.83,0,0,0,0
aten::empty_strided,";
;
;
;
;
",,19.75,26.06,0,0,0,0
empty_tensor,,,6.31,6.31,0,0,0,0
aten::copy_,";
;
",,74.56,74.56,0,0,0,0
aten::lift_fresh,,,1.87,1.87,0,0,0,0
aten::detach_,,,2.69,5.65,0,0,0,0
detach_,,,2.96,2.96,0,0,0,0
aten::to,";
;
;
;
",,3.34,3.34,0,0,0,0
aten::gt,"61440,1;
",,54.51,94.37,0,13.76,0,0
empty_tensor,,,23.09,23.09,0,0,0,0
aclnnGtTensor,,,16.77,16.77,13.76,13.76,0,0
aten::where,"61440,1;
61440,1;
",,40.94,65.8,0,19.22,0,0
empty_tensor,,,11.07,11.07,0,0,0,0
aclnnSWhere,,,13.79,13.79,19.22,19.22,0,0
aten::view,"2560,3072;
",,15.24,15.24,0,0,0,0
aten::sub,"61440,128;
61440,1;
",,23.79,61.17,0,50.82,0,0
empty_tensor,,,12.45,12.45,0,0,0,0
aclnnSub,,,24.93,24.93,50.82,50.82,0,0
aten::mul,"61440,1;
",,41.51,79.97,0,16.76,0,0
empty_tensor,,,19.11,19.11,0,0,0,0
aten::item,,,2.92,4.54,0,0,0,0
aten::_local_scalar_dense,,,1.62,1.62,0,0,0,0
aclnnMuls,,,14.81,14.81,16.76,16.76,0,0
aten::div,"61440,128;
61440,1",,24.27,47.07,0,48.6,0,0
empty_tensor,,,10.95,10.95,0,0,0,0
aclnnDiv,,,11.85,11.85,48.6,48.6,0,0
aten::sub,"61440,128;
;
",,23.7,60.07,0,16.68,0,0
empty_tensor,,,12.33,12.33,0,0,0,0
aten::item,,,2.39,4.03,0,0,0,0
aten::_local_scalar_dense,,,1.64,1.64,0,0,0,0
aclnnSubs,,,20.01,20.01,16.68,16.68,0,0
aten::relu,"61440,128",,23.85,51.04,0,13.58,0,0
empty_tensor,,,11.41,11.41,0,0,0,0
aclnnRelu,,,15.78,15.78,13.58,13.58,0,0
aten::add,"61440,128;
;
",,24.11,53.15,0,15.74,0,0
empty_tensor,,,10.59,10.59,0,0,0,0
aten::item,,,2.48,4.06,0,0,0,0
aten::_local_scalar_dense,,,1.58,1.58,0,0,0,0
aclnnAdds,,,14.39,14.39,15.74,15.74,0,0
aten::rsub,"61440,128;
;
",,28.44,54.45,0,14.62,0,0
empty_tensor,,,11.55,11.55,0,0,0,0
aclnnRsubs,,,14.46,14.46,14.62,14.62,0,0
aten::relu,"61440,128",,23.77,47.02,0,9.26,0,0
empty_tensor,,,11.7,11.7,0,0,0,0
aclnnRelu,,,11.55,11.55,9.26,9.26,0,0
aten::rsub,"61440,128;
;
",,20.82,60.54,0,13.06,0,0
empty_tensor,,,17.53,17.53,0,0,0,0
aclnnRsubs,,,22.19,22.19,13.06,13.06,0,0
aten::mul,"61440,128;
",,38.06,69.82,0,47.120000000000005,0,0
empty_tensor,,,10.72,10.72,0,0,0,0
aten::item,,,3.27,4.97,0,0,0,0
aten::_local_scalar_dense,,,1.7,1.7,0,0,0,0
aclnnMuls,,,16.07,16.07,47.120000000000005,47.120000000000005,0,0
aten::sub,"61440,128;
;
",,23.97,50.03,0,14.7,0,0
empty_tensor,,,9.12,9.12,0,0,0,0
aten::item,,,2.33,3.76,0,0,0,0
aten::_local_scalar_dense,,,1.43,1.43,0,0,0,0
aclnnSubs,,,13.18,13.18,14.7,14.7,0,0
aten::round,"61440,128",,18.45,40.33,0,14.34,0,0
empty_tensor,,,10.95,10.95,0,0,0,0
aclnnRound,,,10.93,10.93,14.34,14.34,0,0
aten::sub,"61440,128;
61440,128;
",,19.33,41.21,0,20.06,0,0
empty_tensor,,,10.54,10.54,0,0,0,0
aclnnSub,,,11.34,11.34,20.06,20.06,0,0
aten::detach,"61440,128",,2.87,13.78,0,0,0,0
detach,"61440,128",,10.91,10.91,0,0,0,0
aten::add,"61440,128;
61440,128;
",,20.38,41.61,0,20.68,0,0
empty_tensor,,,10.22,10.22,0,0,0,0
aclnnAdd,,,11.01,11.01,20.68,20.68,0,0
aten::add,"61440,128;
;
",,25.81,52.17,0,13.1,0,0
empty_tensor,,,10.52,10.52,0,0,0,0
aten::item,,,3.49,5.2,0,0,0,0
aten::_local_scalar_dense,,,1.71,1.71,0,0,0,0
aclnnAdds,,,10.64,10.64,13.1,13.1,0,0
aten::div,"61440,128;
",,27.14,60.54,0,18.92,0,0
empty_tensor,,,12.99,12.99,0,0,0,0
aten::item,,,2.57,4.14,0,0,0,0
aten::_local_scalar_dense,,,1.57,1.57,0,0,0,0
aclnnDivs,,,16.27,16.27,18.92,18.92,0,0
aten::mul,"61440,128;
61440,1",,26.09,47.89,0,44.06,0,0
empty_tensor,,,11.88,11.88,0,0,0,0
aclnnMul,,,9.92,9.92,44.06,44.06,0,0
aten::add,"61440,128;
61440,1;
",,22.47,43.13,0,44.7,0,0
empty_tensor,,,10.69,10.69,0,0,0,0
aclnnAdd,,,9.97,9.97,44.7,44.7,0,0
aten::view,"61440,128;
",,15.67,15.67,0,0,0,0
autograd::engine::evaluate_function: ViewBackward0,,,11.97,34.29,0,0,0,0
ViewBackward0,"2560,3072",,6.74,22.32,0,0,0,0
aten::reshape,"2560,3072;
",,5.83,15.58,0,0,0,0
aten::view,"2560,3072;
",,9.75,9.75,0,0,0,0
autograd::engine::evaluate_function: AddBackward0,,,14.45,88.59,0,26.32,0,0
AddBackward0,"61440,128",,2.73,2.73,0,0,0,0
aten::sum,"61440,128;
;
;
",,34.38,71.41,0,26.32,0,0
empty_tensor,,,17.2,17.2,0,0,0,0
aclnnReduceSum,,,19.83,19.83,26.32,26.32,0,0
autograd::engine::evaluate_function: MulBackward0,,,32.99,174.81,0,91.9,0,0
MulBackward0,"61440,128",,8.95,91.57,0,74.64,0,0
aten::mul,"61440,128;
61440,128",,18.83,47.69,0,27.06,0,0
empty_tensor,,,16.17,16.17,0,0,0,0
aclnnMul,,,12.69,12.69,27.06,27.06,0,0
aten::mul,"61440,128;
61440,1",,13.68,34.93,0,47.58,0,0
empty_tensor,,,10.51,10.51,0,0,0,0
aclnnMul,,,10.74,10.74,47.58,47.58,0,0
aten::sum,"61440,128;
;
;
",,29.95,50.25,0,17.26,0,0
empty_tensor,,,10.24,10.24,0,0,0,0
aclnnReduceSum,,,10.06,10.06,17.26,17.26,0,0
autograd::engine::evaluate_function: DivBackward0,,,19.68,70.35,0,18.46,0,0
DivBackward0,"61440,128",,6.01,50.67,0,18.46,0,0
aten::div,"61440,128;
",,18.36,44.66,0,18.46,0,0
empty_tensor,,,10.6,10.6,0,0,0,0
aten::item,,,2.81,4.66,0,0,0,0
aten::_local_scalar_dense,,,1.85,1.85,0,0,0,0
aclnnDivs,,,11.04,11.04,18.46,18.46,0,0
autograd::engine::evaluate_function: AddBackward0,,,6.47,8.39,0,0,0,0
AddBackward0,"61440,128",,1.92,1.92,0,0,0,0
autograd::engine::evaluate_function: AddBackward0,,,5.09,7.02,0,0,0,0
AddBackward0,"61440,128",,1.93,1.93,0,0,0,0
autograd::engine::evaluate_function: SubBackward0,,,4.64,6.37,0,0,0,0
SubBackward0,"61440,128",,1.73,1.73,0,0,0,0
autograd::engine::evaluate_function: MulBackward0,,,15.71,98.0,0,50.48,0,0
MulBackward0,"61440,128",,4.73,82.29,0,50.48,0,0
aten::mul,"61440,128;
",,30.08,77.56,0,50.48,0,0
empty_tensor,,,10.64,10.64,0,0,0,0
aten::item,,,1.81,3.45,0,0,0,0
aten::_local_scalar_dense,,,1.64,1.64,0,0,0,0
aclnnMuls,,,33.39,33.39,50.48,50.48,0,0
autograd::engine::evaluate_function: RsubBackward1,,,14.76,56.04,0,17.18,0,0
RsubBackward1,"61440,128",,4.57,41.28,0,17.18,0,0
aten::neg,"61440,128",,15.22,36.71,0,17.18,0,0
empty_tensor,,,10.53,10.53,0,0,0,0
aclnnNeg,,,10.96,10.96,17.18,17.18,0,0
autograd::engine::evaluate_function: ReluBackward0,,,20.52,68.03,0,33.46,0,0
ReluBackward0,"61440,128",,8.32,47.51,0,33.46,0,0
aten::threshold_backward,"61440,128;
61440,128;
",,18.05,39.19,0,33.46,0,0
empty_tensor,,,10.11,10.11,0,0,0,0
aclnnThresholdBackward,,,11.03,11.03,33.46,33.46,0,0
autograd::engine::evaluate_function: RsubBackward1,,,14.73,78.5,0,9.44,0,0
RsubBackward1,"61440,128",,24.96,63.77,0,9.44,0,0
aten::neg,"61440,128",,15.34,38.81,0,9.44,0,0
empty_tensor,,,11.81,11.81,0,0,0,0
aclnnNeg,,,11.66,11.66,9.44,9.44,0,0
autograd::engine::evaluate_function: AddBackward0,,,6.31,8.31,0,0,0,0
AddBackward0,"61440,128",,2.0,2.0,0,0,0,0
autograd::engine::evaluate_function: ReluBackward0,,,20.0,65.01,0,30.04,0,0
ReluBackward0,"61440,128",,6.85,45.01,0,30.04,0,0
aten::threshold_backward,"61440,128;
61440,128;
",,16.68,38.16,0,30.04,0,0
empty_tensor,,,10.69,10.69,0,0,0,0
aclnnThresholdBackward,,,10.79,10.79,30.04,30.04,0,0
autograd::engine::evaluate_function: SubBackward0,,,5.8,7.54,0,0,0,0
SubBackward0,"61440,128",,1.74,1.74,0,0,0,0
autograd::engine::evaluate_function: DivBackward0,,,54.15,359.83,0,191.01999999999998,0,0
DivBackward0,"61440,128",,31.87,232.88,0,159.32,0,0
aten::neg,"61440,128",,24.28,46.22,0,9.6,0,0
empty_tensor,,,10.19,10.19,0,0,0,0
aclnnNeg,,,11.75,11.75,9.6,9.6,0,0
aten::div,"61440,128;
61440,1",,17.24,40.3,0,52.68,0,0
empty_tensor,,,11.3,11.3,0,0,0,0
aclnnDiv,,,11.76,11.76,52.68,52.68,0,0
aten::div,"61440,128;
61440,1",,12.08,31.59,0,34.8,0,0
empty_tensor,,,9.35,9.35,0,0,0,0
aclnnDiv,,,10.16,10.16,34.8,34.8,0,0
aten::mul,"61440,128;
61440,128",,13.04,51.35,0,26.84,0,0
empty_tensor,,,9.69,9.69,0,0,0,0
aclnnMul,,,28.62,28.62,26.84,26.84,0,0
aten::div,"61440,128;
61440,1",,13.77,31.55,0,35.4,0,0
empty_tensor,,,8.01,8.01,0,0,0,0
aclnnDiv,,,9.77,9.77,35.4,35.4,0,0
aten::sum,"61440,128;
;
;
",,27.95,48.49,0,24.08,0,0
empty_tensor,,,10.2,10.2,0,0,0,0
aclnnReduceSum,,,10.34,10.34,24.08,24.08,0,0
aten::add_,"61440,1;
61440,1;
",,15.14,24.31,0,7.62,0,0
aclnnInplaceAdd,,,9.17,9.17,7.62,7.62,0,0
autograd::engine::evaluate_function: MulBackward0,,,18.96,80.02,0,20.560000000000002,0,0
MulBackward0,"61440,1",,5.99,61.06,0,20.560000000000002,0,0
aten::mul,"61440,1;
",,29.52,55.07,0,20.560000000000002,0,0
empty_tensor,,,10.5,10.5,0,0,0,0
aten::item,,,2.93,4.61,0,0,0,0
aten::_local_scalar_dense,,,1.68,1.68,0,0,0,0
aclnnMuls,,,10.44,10.44,20.560000000000002,20.560000000000002,0,0
autograd::engine::evaluate_function: SubBackward0,,,29.63,155.23,0,41.92,0,0
SubBackward0,"61440,128",,4.45,39.26,0,14.02,0,0
aten::neg,"61440,128",,13.16,34.81,0,14.02,0,0
empty_tensor,,,10.87,10.87,0,0,0,0
aclnnNeg,,,10.78,10.78,14.02,14.02,0,0
aten::sum,"61440,128;
;
;
",,28.23,48.98,0,20.54,0,0
empty_tensor,,,10.2,10.2,0,0,0,0
aclnnReduceSum,,,10.55,10.55,20.54,20.54,0,0
aten::add_,"61440,1;
61440,1;
",,13.94,37.36,0,7.36,0,0
aclnnInplaceAdd,,,23.42,23.42,7.36,7.36,0,0
autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,8.96,49.3,0,2.72,0,0
torch::autograd::AccumulateGrad,"61440,1",,16.45,40.34,0,2.72,0,0
aten::add_,"61440,1;
61440,1;
",,13.45,23.89,0,2.72,0,0
aclnnInplaceAdd,,,10.44,10.44,2.72,2.72,0,0
autograd::engine::evaluate_function: ViewBackward0,,,7.39,26.18,0,0,0,0
ViewBackward0,"61440,128",,5.12,18.79,0,0,0,0
aten::reshape,"61440,128;
",,4.52,13.67,0,0,0,0
aten::view,"61440,128;
",,9.15,9.15,0,0,0,0
autograd::engine::evaluate_function: torch::autograd::AccumulateGrad,,,5.9,46.65,0,31.16,0,0
torch::autograd::AccumulateGrad,"2560,3072",,15.17,40.75,0,31.16,0,0
aten::add_,"2560,3072;
2560,3072;
",,14.32,25.58,0,31.16,0,0
aclnnInplaceAdd,,,11.26,11.26,31.16,31.16,0,0
autograd::engine::evaluate_function: WhereBackward0,,,26.95,158.54,0,11.7,0,0
WhereBackward0,"61440,1",,5.12,131.59,0,11.7,0,0
aten::where,"61440,1;
61440,1;
",,15.45,126.47,0,11.7,0,0
aten::scalar_tensor,";
;
;
;
",,7.8,70.1,0,1.04,0,0
aten::empty,";
;
;
;
;
",,4.61,17.81,0,0,0,0
empty_tensor,,,13.2,13.2,0,0,0,0
aten::fill_,";
",,32.78,44.49,0,1.04,0,0
aclnnInplaceFillScalar,,,11.71,11.71,1.04,1.04,0,0
aten::to,"61440,1;
;
;
;
",,3.42,3.42,0,0,0,0
aten::where,"61440,1;
61440,1;
",,15.26,37.5,0,10.66,0,0
empty_tensor,,,12.28,12.28,0,0,0,0
aclnnSWhere,,,9.96,9.96,10.66,10.66,0,0
